"linenumber","sentiment","tweet_text"
2458,1,": Dama dai Taimakawa sukayi suka tunawa Tsofaffin su Alqawarin da suka daukarwa Talakawa kafin Zabe"
2459,-1,"ai dama halitane wannan ba Abu mamaki bane"
2461,-3,"Idan karya neh office dinku ya kama da wuta."
2462,0,"Balbela take da farinta"
2464,-1,"Kadan ma kika gani ba sai nayi comment ba angama cewa komai"
2465,0,"Da chara"
2466,2,": Allah ya isan mu yan North, zarah kin taba zanga zangar Bk ko bandits? Toh wlh idan suka gama kashemu sai sun kom"
2467,1,"Shege Namalle"
2469,6,"Alhamdulillah nasara tamu wllh Yanzu mutane sun fara game gaskiya"
2471,2,"Hmm siyasa gidan zambaa"
2473,1,"Abin kunya baya qarewa a gindin ku tirr"
2474,1,"Tokayi tambaya"
2475,-1,"Allah yasa Aljanna ce makomar sa"
2476,-1,"muma yan arewa fa mutane ne"
2478,2,"Ga jami'ar musulunci kuma ana gayyatarka gobe....bara muga ko yana kula da addini...Jigawa da Kaduna ba Nisa"
2480,0,"Chabb, ko dayake mutuwa bata tsufa. Allah ya jikansa."
2482,4,"Sun dade basu Shiga ba..."
2484,0,"Hakane"
2487,-5,"Kadan ma kuka gani and"
2488,2,"Sai kallo"
2490,4,"Gaskiya duniya da abun mamaki mutane sun mance Allah komi dai bature Kai Allah ka CeCe mu"
2492,-1,"Duniya makaranta. Jiya kune, yau ba ku bane, gobe ma wasu ne na daban"
2493,1,"Ina ruwan biri da gada"
2494,-1,"Dama bai kamu duk karya ce ta siyasar zamani kawai"
2495,1,"Sabulun jaki bi ma'ana warba united"
2496,-4,"Timakai ake kashewa a Arewa kenan"
2497,-3,"Mutuwa shi itace alkairi"
2499,1,"Shugaban kasa ne ya kamata ayi wa zanga zanga saboda tsadar rayuwa amma bakwayi Allah ya kyauta."
2500,2,"Allah taimaka allah bada saa"
2501,1,"Dara ta ci gida kenan"
2502,-2,"Anata kashe yan uwanta a Katsina, Zamfara, Kaduna da sauran su amma bata taba cewa komeba, sai akan wasu matsafa da barayi."
2503,0,"Lallai abuyayi kyau allah kyauta"
2504,2,": Allah ya isan mu yan North, zarah kin taba zanga zangar Bk ko bandits? Toh wlh idan suka gama kashemu sai sun kom"
2505,-1,"Yar shuwgaban kasa da mataimakinsa wasukewa zanga zanga"
2506,-1,"Karyan banza de jamaa"
2508,1,"Me yasha ya warke ?"
2509,-1,"Amma gaskiya zahra baki DA kishinmu yan arewa ki taba yin magana man 8"
2513,-2,"Talakan Nigeria kawai mubi Allah mu tsira qiyama. ai jarrabawace kazo a dan Nigeria."
2514,5,"Ai dole su shiga tunda abun ya shafe su"
2516,-1,"Karyar banza. Kun gansu a kan tituna ne?"
2517,-1,": Kaii Allah yasa ba ziyarar gani da Ido yazo ba"
2518,1,"Wayasani ko itama yar yahoo ce"
2519,9,"Sha sha sha"
2520,-2,"Dama ace yunwa ce take damun ta. Yafi ciwo a gare ta"
2522,1,"Mtsww karyar banza har abada baza a dena rainawa talaka hankali ba"
2525,3,"Wanda 'aso kuma maana anyimasa anyi mugunata amma Allah saida yasa yayi MISALI:- Kamar BAHARI"
2526,6,"Magana ma ta ishe mai hankali, Allah ya kara shirya mu, Amin thumma Amin."
2527,10,"Allah ya stare mu da 'tabin hankali ""wa,Enda keda' tabin hankali koma, muna rukon, allah, yabasu, lafiya"
2531,-2,"Na karya ba"
2533,2,": Allah ya isan mu yan North, zarah kin taba zanga zangar Bk ko bandits? Toh wlh idan suka gama kashemu sai sun kom"
2535,4,"A nuna mana hotan su a zanga zangar"
2536,1,"Ko ana muzuru ana shawo sae ya kae"
2538,2,"Shide wagga zaba bashida Armashi kamar na"
2539,1,"Dan ace wa masa haryanzu akwai bokoharam wllhi atemaka akawo mana karshensu"
2540,-1,"To ba dole ba !!!!!!"
2541,2,"Hmm siyasa kawai za'ayi mana"
2543,0,"Naga Mallam Nasiru, Mai ladabin yan wiwi"
2544,-2,"A bude masu wuta da barkonon tsohuwa"
2546,3,"Tunda yasa Allah agaba, zaiyi wuya yafadi, in kuma yafidi acewar INEC, to alkhairi zaibi in sha Allah"
2547,1,"Dama dai Taimakawa sukayi suka tunawa Tsofaffin su Alqawarin da suka daukarwa Talakawa kafin Zabe"
2548,-1,"Kar mu zabura . Muyita jira har sai dan kudu ya hau mulki tukunna. Mstww....."
2550,2,"Allah ya isan mu yan North, zarah kin taba zanga zangar Bk ko bandits? Toh wlh idan suka gama kashemu sai u"
2551,12,"Allahyasamudace allahyabamu lafiya da zaman lafiya"
2552,-1,"Karyar banza Mtswwwweeewww"
2553,-1,"Allah ya kara rufamana asiri duniya da lahira"
2554,0,"Allah mai iko"
2555,0,"Ku mance da ita Sakaryace ai"
2556,-12,"Ai gwara haka yanzu mahauka tan dasuke kare buhari safahimci me muke nufi yar wahala wani bala inma sai a"
2557,3,"Basu taba shuga zanga zangar AREWA ba gaskiya ne ke da mahaifinki kunzabi Yan kudu Gobe ma Rana ce"
2558,-1,"Wo Baba Wo Baba. Allah yaja da nisan kwana baban mu allah yakara lpia da nisan kwana tare da babr mu"
2559,-1,"Lol Ai banji ya rantse ba"
2562,-6,"Kai Yan Nigerian munada damuwa so sai"
2563,0,"Na saurari Shirin. Na kuma ji da'di sannan na mishi fatan alheri"
2564,2,"Bamuda isheshen wutar lantarki"
2565,3,"Bari a nuna maka."
2567,1,"Haka muke so inda gaske suke"
2569,1,"Toh...wata sabuwa!"
2570,-2,"Yarwahala!!! yan'uwanta anata kashesu a arewa!bata fito zanga zanga ba.sai kawo karshen"
2571,-2,"toh kaji fa"
2572,0,"Kansu ake ji"
2573,4,"Dame suka shiga"
2574,1,"Meyasa Zahra Buhari Bata shiga zanga zanga akan kashe kashe da garkuwa da mutane da akeyi a jihar katsina ba"
2575,-1,"Dan Allah yan uwan na mutan Arewa muma muji da matsalar da take damun mu"
2576,0,"Ku nemi bahaushe yana muku rubutu da Allah"
2578,1,"wlh BBC HAUSA kaga ne ko"
2579,-1,"Ba anan gizo kesakaba"
2581,-1,"Kaii Allah yasa ba ziyarar gani da Ido yazo ba"
2582,1,"Tou wae ina da tambaya ita wanan ta'azeyya ta mecece san ita ta zariya"
2585,-2,"Allah yabada ikon sauke nayi"
2586,0,"Sorry Gidan 'Yar adua koko gida Sarkin Zazzau...'Yar adua ai yadade da rasuwa"
2589,-1,"Jar MiYa"
2591,0,"Tabbas wannan ziyara yayi dadai kuma Shugaba Buhari yanunawa Duniya cewa shimutumin kirkine"
2592,-1,"To yakamata kadau darasi,idan yau Kaine gobefa ba Kaibane,ka kyautatawa talakawa."
2593,-3,"Yanzu ne yasan dasu kenan"
2595,-1,"Awajen ubangiji zaki nemi afuwa ba wajen mutane ba domin mashi kikayi laifi, Allah bamu ikon gyara dukkan c"
2596,0,"Ya kyauta, daga nan kuma sai awuce zaria, gidan iyalan sarki."
2597,-5,"Yanzu ne yasan waye 'Yar Adua da me yasa beje ta'aziyyar ba"
2598,-1,"Sukuma iyalan Sarkin Zazzau fa bazaije ba"
2599,1,"Rayuwa kenan... Haka shima za a je nashi wataran"
2600,0,"Toh Allah mai iko"
2604,0,"Abin da ya kamata mu yi fafutika akai Keenan ba SARS ba"
2605,2,"Abinda ake nufi koza a mutu to sai burin abinda ake so yacika"
2606,-2,"Amma kun kasa rubuta muna fukan banza kawai"
2607,0,"Balbela ke da farinta"
2610,-2,"Wai mu buhari baya kaunarmu ne?Ashe so kan zama laifi?me yan arewa sukayi haka?hana mun"
2611,1,"PDP &amp; APC duk. Munafukai ne. Mun Rasa. Na kwarae"
2613,2,"Mukawai akawomana sauyi a gamai da sars saboda saboda abunda sukeyi yasaba wa ka ida"
2614,-1,"Ina taya shi murna"
2615,3,"da harshe ya lashe ko da me"
2616,0,"Allah yabaiwa Mai rabo"
2618,1,"Gd news"
2621,2,"To Allah yasa ayi zaban lafia a Gama lafia"
2622,-9,"Rashin hadin kai da tsoro ne ke mai da arewacin najeriya baya."
2624,-5,"Lallai wannan abune Wanda yakamata muhadu dasu ayyi mana maganin wannan masifa. Allah ya kawo mana karshe"
2625,1,"Zaben ma lashe bisa alamu yada ake iriga kuriun"
2629,-2,"Ku lalubo mana na APC muna jira"
2630,1,"To na APC fah agayamana"
2631,-11,"Hanya ayace maganin wannan damuwa taka,Hanyar kuwa ita ce,ka zazzaga musu kwallaye ta yadda zasu gane matsayinka a cikinsu."
2632,2,"Ko ana muzuru, ana shaho sai yayi"
2633,1,"Allah yaba mai rabu sa,a"
2634,2,"Zakaran da Allah ya nufa da chara ko ana muzuru ana shaho sai yayi"
2635,3,"Subahanallah ,Allah yamana sauki"
2636,0,": Allah mun gode da sunnah, ka dobu irin wannan iskanci da sunan addini. Wa yasa ka, a ina ka samu?"
2641,1,"Allah ya saka da alheri"
2642,0,"Allah ya kyauta"
2643,-1,"Lallai subaba ansamu kudi"
2644,4,"Wannan maganarka gaskiya ne.alumna kasata nageriya ana cekin.wanihali sai.dai.muce Allah.ya sauwakamana"
2646,0,"Allah ya karemu da Sharin masu Shari."
2648,-1,"Ku ma yau aka fara Sayen kuru'u a Nigeria?"
2649,1,"Susanna nassir abida ake nufi wanda Allah yanufada alhiirsa babuwanedazihana"
2651,-2,"Da Chara ko ana ruwa ana iska se yayi"
2655,2,": To ko sabida me"
2656,1,"Wai nace har abada??"
2657,1,"Gwanan kano wanda bashida tsari"
2659,-1,"Ni na kasa gane wane irin sauki yake magana"
2660,1,"Yaje su Hadu a Daura Mana Shi Saukin"
2661,2,"To ko sabida me"
2663,-4,"Mufa mungaji da gafara sa Amman har yanzu bamuga kahoba"
2664,1,"Duk daya (makafi sunyi dare)"
2665,1,"LLAH ya kyauta ya kawo mana sauki."
2666,1,"To Allah Ya bada sa'a , amma mu dai anan Dutse tun yau pm aka dauke"
2667,-1,"Bari inyi maza insa charge"
2668,-1,"Tooo! anazatan wuta amakera sai gata a masaka,kai! Wallahi abun babu dadin ji wai namuji da suna hajara Allah mun toba"
2669,-1,"Da can da ake daukewa fada ake?"
2671,0,"Kai jamaa maixaayi da hukumomin xamfara kamar hakimi guda asace kuma yasatu kai abun fa dasakel allah kyauta"
2672,-2,"Dama ana morar wuta ne a Nigeria"
2673,5,"Tab ... To akan wane dalili? Shin baxasuyi duba akan irin xafi Mafi tsanani da ake fuskantaba"
2675,0,"ALLAH shi kyauta"
2676,0,"Masha Allah, Allah yakawo Mana saukin dama haka mukeson ji daga wurin ku"
2678,-3,"Magana maidadima ladan sadakace kana da ladansa daka pmb"
2679,2,"To shugaban Muhammad bihari idan bamuyi hakuriba mezamuyima aihakuri yazamarma yankada tilas"
2680,-2,"Allah shi kawo mana saukin"
2681,-1,"Hmm...... Saidai fatan alkhairi kawai, amma badai Mukarraban ka, su barka ka farantawa al'ummah ba"
2683,3,"In sha Allah Baba. % Buharist"
2684,-1,"Allah ya isa hakkina banyafeba wlh"
2686,-3,"Acikin sa muke ai Allah dai ya kawo sauqi"
2687,0,"Tuba nake mene hakuri?"
2689,0,"Toh Allah ya kawo saukin amin"
2690,1,"Allah ya amsa"
2691,-1,"Ana kashe mutanan"
2692,2,"Masha allah allah taimaka"
2693,10,"Hmm Allah ya yarda"
2695,2,"Dukkan ku abin bincika ne. Mai hankalin cikin ku shi ne wanda ya ke tunanin gyaran kafin ranar binciken"
2696,0,"Waze cigaba da kiwon dabbobin nasa kuma?"
2697,1,"Allah yaji kanahi Allah yai masa Rahama Allah ya kai haske qabarin sa Ameen."
2698,0,"Allah yajikansa da rahama"
2699,4,"Akure ta arewa dai ya kamata ku gyara"
2701,0,"Allah yajikansa yayi masa rahama"
2702,-2,"Wannan zalunci ne"
2703,1,"Tohfa wata sabuwa"
2706,1,"Allah ya Jiqansa ya Gafartamasa yasa ya huta Allah mukuma ka kyautata namu zuwan."
2707,0,"ALLAH ubangiji yajikanshi da rahama"
2708,0,"Allah yajikansa yayi masa rahama.."
2709,0,"Allah ya gafartamasu kurakuransu da sauran muslmi bakidaya"
2711,0,"Allah ya ji qan musulmi"
2712,0,"Allah yayi masa rahama"
2713,-3,"Allah Yayafe Masa Kura Kuransa"
2714,0,"Allah Ya kyautata makwancinsa Allah Ya hada shi da malaikun rahma"
2715,-1,"Mutun ashirin da tara kaai sukayi zabe"
2717,0,"Allah shi kyauta"
2718,0,"Tazara da tarin magudi ko"
2719,2,"Idan gwomnati bata yi kwakwari dakatar dasu ba zaa samu juyin juyi hali saboda idan folisawa suna harbe su"
2720,3,"Alhamdulillah APC ne a gaba"
2722,4,"Mutun kachal Gaskiya suna'da Likitoci."
2723,3,"Wata sabuwa kamar mota koacine jirgi da arangama"
2724,-1,"Tau Allah dai kasa mudace"
2725,2,"Wizkid gaskiya ya fada domin shima mai fada aji ne"
2727,-2,"Ku daina kawo rudani ga hankalin al'umma."
2730,6,"Gaskiya Kawai ka fai.. Jagoran musulunci an uwa da ke kiraye kirayen a awarcewa ma kayan faranshi ya yi"
2731,-3,": Ja muje Baba."
2732,0,": Ya bani minister me kulawa da tubabbun yan boko Haram."
2733,-1,"Kubani kafin alakalamin miliyan nikuma zan nemomaku Dan banza."
2734,1,"Menene alaar hoton nan da labarin?"
2736,5,"aradu basir kwashe namiji ma yake gaba daya ta cikin kisan ciki kenan dan shi da mace sai kallo ko"
2737,2,"Abun nashi yayi yawa mana ga addinin karya ga kuma luwadi"
2739,2,"Abin dariya ma wlh, jamian tsaron nijeriya kaman fatalwa suke, baka ganin su wajan da akeyin taadanchi"
2741,13,"Daidai kenan tayaya za abar mutane cikin yunwa da fatara ace za aga daidai"
2742,4,"Allah tabbatar shawari yansandan kasarnan su rege karbar cin hanci don yawaitar karban cin hanci shine ya c28"
2743,8,"Fada ba aiki"
2745,-1,"Allah ya sa muga nu akasa"
2746,2,"To Allah ya bawa masu fama da wannan cuta lapia"
2747,6,"Hakan shine daidai"
2748,1,"Gaskia ba haka babe Kam,basir na hana karfin jimai daga Maza har mata"
2749,2,"Allah ya kara lpy malam wan nan gaskiya ne wllh babu zanga zanga a muslunci"
2750,1,"Anya! Da kamar wuya wai a dafa kaza a yar!"
2751,3,"To Allah ya tabbatar da Alkhairi"
2753,-1,"Nigeria kasar mu ta gado"
2754,4,"Gaskiya kam ya kamata a sashi a turu."
2755,6,"Hakan shine daidai"
2756,5,"Sosai ma"
2761,0,"Hirace wlh ba abun zakuyiwa mutane sai anki cuta"
2762,-1,"Toh Sanyi Pah???"
2763,-1,"Injawa? Karya suke"
2766,-2,"Au akwai tsaron da ba na musamman ba?"
2767,0,"Allah ya jiqansa da rahama"
2768,-3,"Shiya kamata president muhammad buhari yakamata ya fara kamawa wlhi"
2769,-2,"Hmmm ya dauke tsatsauran mataki akan matasan da suke zanga zangar da wanda suka daure musu gindi"
2770,8,"Allah yaba masu fama da cutar lafiya."
2772,2,"Labari Mai Dadi"
2773,-1,"Bafa karfin jiam'i yakerejewaba kashe maza kuta yakeyi gabadayama"
2774,6,"Allah yakawo lafiya"
2775,5,"To mai ya hana ta yi kira akan yan zanga zanga su daina kashe mutane"
2776,1,"Allah ya tsinewa duk wonda ya amince da wannan tayin auren jinsi."
2777,-2,"Sabo da sas ake zanga zanga to an sauke su zanga zanga Mai akeyi Kuma ta Kuna dukiyar kasa ya kamata gwan"
2779,-1,"Allah sa matasa najeriya mugane"
2780,1,"Muna shan nishadi a gidan badamasi"
2781,5,"Allah y karawa Malan lafiya da nisan kwana"
2783,1,"Sunkasa yakamata ace aunkai kuma dika yarbawane"
2785,4,"Kuche mai ai bai wuyar gani yana cikin Duniyan nan da ranshi % sure. Ni ko milyan biyar ta isan."
2786,5,"Shawara ta anan itace abinda ya kamata ya yiwa wadannan mutanen kawai ya hukunta su daidai da la"
2788,1,"Inna lillahi Wainna Ilihirajiu'n Gaskiyane bi kamataba subhanallah"
2790,0,"Allah ya rahama masa"
2791,0,"Allah ya kyauta"
2792,-2,"Kuma Talauci sai Qaruwa yake a zamanin gwamnatinku. Saboda yadda kuke maatse talakawa da ransu, wasu ma d"
2795,-10,"Dama mugunta ne yasa suka boye kayan basu raba ba sai yanzu?"
2796,0,"Allah yajikan shi da rahama"
2797,-3,"Allah ya kyauta ya raba mu da talauci"
2798,0,"Wanan gomnatin sai an hankali abu ma aka ce taba sai su je su boye"
2800,-3,"Gsky suna matukar birge ni mismaman m dadinkowa"
2802,-1,"Allah ya jikan sa da gafara"
2805,-15,"To yanzu titinan da suka fasa sun fasa banza kenan haba aduba Mana bab"
2807,0,"Hahahaha naji dadin yanda suka samu wannan Rahusa wacce daman hakkin mu ne"
2808,0,"Da kyau hakanma yayi"
2809,0,"Allah Ya jikansa da rahama"
2810,-2,"yahakura da mulkin Nigeria ba zai iyaba wlh"
2811,5,"Sosai kuwa."
2813,1,"Yan nanaye allah bakumazajen aure kufuta made a TV"
2814,-3,": Talauci da yunwa yayiwa mutane yawa daman kayansu ne kuma suka kwashi abarsubakaji gwamnonin tsit ba jikin t"
2815,-3,"Barayin matasa dai ba wani fusatattu uban wa ya fusata su...? Allah ya kyauta"
2816,1,"Walhi sunmin daidai. Shugabanni ba tausayi ko kadan"
2817,-3,": Talauci da yunwa yayiwa mutane yawa daman kayansu ne kuma suka kwashi abarsubakaji gwamnonin tsit ba jikin t"
2818,-6,"Ba fa dokesu sukayi ba. Sunci musu uwa ne a gidansu kuma"
2819,-3,"Talauci da yunwa yayiwa mutane yawa daman kayansu ne kuma suka kwashi abarsubakaji gwamnonin tsit ba ji"
2820,-2,"Wasa yayi mana kyau congratulations masoya real Madrid"
2821,2,"Durun uwarka babu abun da ze ia yi"
2824,7,"Gwamnatin BUHARi Tayi abin kunya wallahi babu wanda ya dace a cimma yafi moruwar wannan gwamnati face wad"
2826,-2,"Ai sun kyauta Allah shi kara basu dama su rinka kwatar abin a hannun masu shi 'yan siyasar Nigeria da bab"
2828,-1,"Shugabanni musulmai da sukayi amanna dasu ,Ina ganin suke bukatar gwajin kwakwalwa."
2829,0,"Inmunyi haquri zaizo ba, inda sauqi yazo face sai anwahala ko addini bawahalar da sahabbai basuyiba (Anna 2U"
2832,2,"Inda mu yan Nigeria munada hankali yanda mukayi addu,a Allah yabashi mulkinga kuma yadauka yabashi to sai"
2833,0,"Ai har da ku a cikin masu taya su yada labaran karyar"
2834,-2,"Allah ta ala yaqarfafe ku yabaku mashawarta nagari yabaku ikon kawo cigaba ga addinin musulunci da al umm"
2835,-1,"Allah yayi alkawrin kare addininsa Ammafa kasani kana taka hakin yan kasar musulmai na kasar ka faransa"
2836,2,"Ai shi kasuwanci anayinshi dan riba ne ko,"
2837,4,"Baba kafisu gaskiya"
2838,2,"Yaushe suka gani basuga na zamfara da katsinaba Sai da aka fara daukar mataki akan bata gari"
2839,6,"Musulunci dai nan gani nan bari, shine wawa , Allah ya daukaka musulunci da musulmai ."
2840,-6,"Ankashesun lokacin da ake kashe yan arewa ubanwa yayi magana muna goyon bayan buhari mukam"
2842,1,"Allah ya daukiwa musulmi chikinsu Sara Kuma Allah ya Kara zafinchiwo"
2843,1,"Kwarai kuwa"
2844,7,"Kayi daidai erdogan tocherar kwakwalawa ce wanan muna jiran wanan ranar ta zo"
2846,-8,"Ku kawai Banda hadasa batun Adini ba abinda Kuka iya"
2848,0,"Babu yadda ya iyah da"
2849,4,"Gaskiya ne wannan"
2850,-1,"Ya fara biyan dukiyar Yan Arewa da aka quna."
2852,-1,"Muday bama goyon bayan haka, kuma har gobe"
2853,-4,"Akwai takaucin ashe jahohinmu na makare da abinci da aja tanadar dan rage radadin korona alhali mutane na mutuwa sanadin yunwa"
2854,0,"Allah ya jiqansa yasa ya huta"
2856,0,"Uhm, ina jam'i an tsaro, ko ba kayan aikine?"
2857,-1,"Allah kasa alkairine jawabin nasa"
2858,5,"Yakamata a rabawa mutane kayan abinci sai sun lalace a banza adinga fitowa dasu wanna bai kamata yakamata a gyara"
2860,0,"Allah yabamu ekon anfani da abinda mukaji ya bamu zaman lfy a duniya bakidaya"
2862,2,"Akama masu hannu aciki mana kuma amusu hukunchi dai dai da abunda suka aikata"
2863,-1,"Yaji uwar bari kenan"
2865,-2,"Allah ya kawo Mana dauki baki daya"
2866,-2,"ai kowa yachi Barcelona ramawa yayi"
2869,-2,"Abinda ya koro bera daga rami ya fada wuta yafi wutan zafii"
2871,-1,"Allah y kara"
2872,-1,"Yayi Dede suje sukoyi ball mumci banza"
2877,0,"Ta doke su da kyau kuwa"
2879,8,"Allah ya kyauta ya kuma zaunar da kashenmu lafiya Amin!"
2881,1,"Barcelona ya kasuwa"
2884,1,"Ya yi kyau Barcelona ansha kashi! Hala Madrid !!!!!"
2885,-4,"Sosaima yanzu qananan yan wasa suka samu dama"
2887,-1,"Hakamaganarsa take buhari yayaudari yan arewa kuma bazamu yafeba"
2890,-1,"Yauwa abunnema yasamu talaka damun yunwa yakeji ga waman tara ya allah kyauta"
2891,1,"Kai ko abu yayi kyau wannan karon anbiya takan yan kasuwa talaka kuma yasamu abin nema"
2892,-2,"Mai karya dai baiji dadin halinshi ba"
2893,4,"Inkaryane inma gaskiya allah kam yasani ai kowa yayi mai kyau xaiga da kyau"
2894,0,"Allah Yajikanshi da Rahma"
2895,3,"Tana biya ga masu kallo"
2896,0,"Miye anfani ajiyar bayan mutane na jin yunwa"
2897,-2,"Shine bayani Ya zaayi gwamnati ta boye kayan abinci talakawa suna chikin matsala Irin gurinda yakamata adinga fasawa knan"
2898,0,"Allah Ya kyauta"
2899,-3,"Wannan kadai ya isa ya nunawa shugabanni cewa Talakawa suna fama da yunwa da talauci."
2900,-3,"Maganar gaskiya basuyi mishi adalci ba. Ae kayayyakin don su aka kawo kuma akaki basu, yanzu kuma sun sam"
2901,-4,"Sata ta saci sata"
2902,-7,"Da harda ku ma kuka yada, mubafukan banza!"
2903,1,"To Allah yasa da gaske yake"
2904,-1,"years fa Africa a kwai Azalumai masu sun mulki"
2906,-2,"Tarnaki fadan iblisai yaro be ganiba balle ya raba, shugaban kasa me jiran Gado Dan Musa"
2907,-3,"Duk talaucin da yan arewa suke da shi ,sun kai zuciya nesa sai wasu yan gatan gwamnati suke sata a fili."
2908,6,"Kuma kin taimaka sosai wajen yada fiye da kashi % na labarn karyar nan."
2909,-1,"Allah ya jikan sa da rahama"
2911,2,"Gaskiyane Munajin dadin kallon wannan shiri mai suna LABARINA a tashar AREWA24"
2913,0,"Kuna daga cikin wa'yanda suka yada labaran kanzon kurege dangane da wannan lamari. Allah dai ya kyauta!"
2914,2,"To wata sabuwa"
2916,3,"ma sha Allah"
2918,0,"Allah ya jikansa da rahma kuma yasa Aljannatul Firdaus makoma"
2919,2,"Allah ya jikanshi da gafara yasa aljanna makoma amin"
2920,0,"Su ma Basu Fara Shan jar miyar ba kenan"
2921,0,"Kun yada fiye da rabinsu"
2924,2,"Kuma kun taimaka"
2926,0,"Sun kyauta!"
2927,5,"Allah ya kara lafiya da nisan kwana"
2928,1,"Allah yayi masa rahama ko wata daya ba ayi ba nake kallon wata hira da ake yi da shi"
2929,-1,"Matsala nigeria bodace saboda babu abinci a kasa wannan fadace fadacen wlhi yunwa ce abinci yayi tsada ya"
2930,-1,"Matsala nigeria bodace saboda babu abinci a kasa wannan fadace fadacen wlhi yunwa ce abinci yayi tsada ya D"
2931,-1,"Matsala nigeria bodace saboda babu abinci a kasa wannan fadace fadacen wlhi yunwa ce abinci yayi tsada ya"
2932,-1,"Matsala nigeria bodace saboda babu abinci a kasa wannan fadace fadacen wlhi yunwa ce abinci yayi tsada ya c"
2934,0,"Dama da ransa?"
2935,1,"To Allah yasahakan yazamomafita"
2937,0,"Allah ya jikansa da rahma"
2942,4,"Wannan kam gaskiya ne"
2944,-2,"Allah ya gafarta ma Marigayi Alh Hassan Wayan, ya baiwa iyalansa hakurin rashin sa."
2945,0,"Lalle idan malami ya lalace to ko shaidan ma saidai ya bishi. Tir da irin wannan son zuciya karara"
